Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
27 52 23.10,NURSE CALL SYSTEMS,10,NURSE CALL SYSTEMS,,,,,,,,,
27 52 23.10,NURSE CALL SYSTEMS,100,Single bedside call station,1 Elec,8.0,1.0,Eg .,490,66,,556,635
27 52 23.10,NURSE CALL SYSTEMS,200,Ceiling speaker station,,8.0,,,137,66,,203,249
27 52 23.10,NURSE CALL SYSTEMS,400,Emergency call station,,8.0,1.0,,101,66,,167,210
27 52 23.10,NURSE CALL SYSTEMS,600,Pillow speaker,,8.0,1.0,,211,66,,277,330
27 52 23.10,NURSE CALL SYSTEMS,800,Double bedside call station,,42.0,,,240,132,,372,460
27 52 23.10,NURSE CALL SYSTEMS,1000,Duty station,,4.0,2.0,,415,132,,547,650
27 52 23.10,NURSE CALL SYSTEMS,1200,Standard call button,,8.0,1.0,,186,66,,252,305
27 52 23.10,NURSE CALL SYSTEMS,1400,"Lights, corridor, dome or zone indicator",,8.0,1.0,,92,66,,158,200
27 52 23.10,NURSE CALL SYSTEMS,1600,Master control station for 20 stations,2 Elec,0.65,24.615,Total,"3,025","1,625",,"4,650","5,750"
27 53 13.50,Clock Equipments,10,"CLOCK EQUIPMENTS, not including wires & conduits",,,,,,,,,
27 53 13.50,Clock Equipments,100,"Time system components, master controller",1 Elec,0.33,24.242,Ea .,"1,525","1,600",,"3,125","4,050"
27 53 13.50,Clock Equipments,200,Program bell,,8.0,1.0,,94,66,,160,203
27 53 13.50,Clock Equipments,400,Combination clock & speaker,,3.2,2.5,,201,166,,367,470
27 53 13.50,Clock Equipments,600,Frequency generator,,2.0,4.0,,"3,125",265,,"3,390","3,825"
27 53 13.50,Clock Equipments,800,Job time automatic stamp recorder,1 Elec,4.0,2.0,Ea .,555,132,,687,805
27 53 13.50,Clock Equipments,1600,"Master time clock system, clocks & bells, 20 room",4 Elec,0.2,160.0,,"6,275","10,600",,"16,875","22,600"
27 53 13.50,Clock Equipments,1800,50 room,,0.08,400.0,,"13,400","26,500",,"39,900","54,000"
27 53 13.50,Clock Equipments,1900,Time clock,1 Elec,3.2,2.5,,395,166,,561,680
27 53 13.50,Clock Equipments,2000,"100 cards in & out, 1 color",,,,,9.80,,,9.80,10.80
27 53 13.50,Clock Equipments,2200,2 colors,,,,,9.80,,,9.80,10.80
27 53 13.50,Clock Equipments,2800,Metal rack for 25 cards,1 Elec,7.0,1.143,,38,75.50,,113.50,154
27 53 13.50,Master Antenna Television Systems,27,41 33.10,TV Systems,1 Elec,4.0,2.0,Outlet,286,132.0,418,510
27 53 13.50,Master Antenna Television Systems,27,41 33.10,TV Systems,,5.3,1.509,,275,100.0,375,455
27 53 13.50,27 51 Distributed Audio-Video Communications Systems,27,51 16.10,Public Address System,,,,,,,,
27 53 13.50,27 51 Distributed Audio-Video Communications Systems,10,PUBLIC ADDRESS SYSTEM,,,,,,,,,
27 53 13.50,27 51 Distributed Audio-Video Communications Systems,100,"Conventional, office",1 Elec,5.33,1.501,Speaker,265.0,99.5,,364.5,440.0
27 53 13.50,27 51 Distributed Audio-Video Communications Systems,200,Industrial,,2.7,2.963,,239.0,196.0,,435.0,555.0
27 53 13.50,27 51 19 Sound Masking Systems,27,51 19.10 Sound System,,,,,,,,,
27 53 13.50,27 51 19 Sound Masking Systems,10,"SOUND SYSTEM, not including rough-in wires, cables & conduits",,,,,,,,,
27 53 13.50,27 51 19 Sound Masking Systems,100,"Components, projector outlet",1 Elec,848.0,121.0,Ea.,77.50,66.0,,143.50,184
27 53 13.50,27 51 19 Sound Masking Systems,200,Microphone,,,,,124,132.0,,256,335
27 53 13.50,27 51 19 Sound Masking Systems,400,"Speakers, ceiling or wall",,8.0,,,142,66.0,,208,255
27 53 13.50,27 51 19 Sound Masking Systems,600,Trumpets,,4.0,2.0,,299,132.0,,431,525
27 53 13.50,27 51 19 Sound Masking Systems,800,Privacy switch,,8.0,1.0,,54,66.0,,120,158
27 53 13.50,27 51 19 Sound Masking Systems,1000,Monitor panel,,,2.0,,"1,200",132.0,,"1,332","1,500"
27 53 13.50,27 51 19 Sound Masking Systems,1200,"Antenna, AM / FM",,,,,151,132.0,,283,365
27 53 13.50,27 51 19 Sound Masking Systems,1400,Volume control,,,1.0,,68,66.0,,134,173
27 53 13.50,27 51 19 Sound Masking Systems,1600,"Amplifier, 250 W",,,8.0,,"1,775",530.0,,"2,305","2,725"
27 53 13.50,27 51 19 Sound Masking Systems,1800,Cabinets,,,8.0,,"1,175",530.0,,"1,705","2,050"
27 53 13.50,27 51 19 Sound Masking Systems,2000,"Intercom, 30 station capacity, master station",2 Elec,2.0,8.0,,"1,775",530.0,,"2,305","2,725"
27 53 13.50,27 51 19 Sound Masking Systems,2200,Remote station,1 Elec,8.0,1.0,1,475,66.0,1.0,541,625
27 53 13.50,27 51 19 Sound Masking Systems,2400,Intercom outlets,,8.0,1.0,1,112,66.0,,178,222
27 53 13.50,27 51 19 Sound Masking Systems,2600,Handset,,,2.0,,174,132.0,,306,390
27 53 13.50,27 51 19 Sound Masking Systems,2800,"Emergency call system, 12 zones, annunciator",,1.3,6.154,,"1,300",405.0,,"1,705","2,050"
27 53 13.50,27 51 19 Sound Masking Systems,3000,Bell,,5.3,1.509,,94.50,100.0,,194.50,253
27 53 13.50,27 51 19 Sound Masking Systems,3200,Light or relay,,8.0,1.0,,67.50,66.0,,133.50,173
27 53 13.50,27 51 19 Sound Masking Systems,3400,Transformer,,4.0,2.0,,262,132.0,,394,485
27 53 13.50,27 51 19 Sound Masking Systems,3600,"House telephone, talking station",,1.6,5.0,1,560,330.0,,890,"1,100"
