Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
nan,12 52 23.13| Office Chairs,2320,Maximum,nan,nan,nan,Ea.,74.5,nan,nan,74.5,82
nan,12 54 13.10| Hotel Furniture,10,HOTEL FURNITURE,nan,nan,nan,nan,,nan,nan,nan,nan
nan,12 54 13.10| Hotel Furniture,20,"Standard quality set, minimum",nan,nan,nan,Room,"2,675",nan,nan,"2,675","2,925"
nan,12 54 13.10| Hotel Furniture,200,Maximum,nan,nan,nan,"""","8,500",nan,nan,"8,500","9,350"
nan,"12 54 16.10| Tables, Folding",10,"TABLES, FOLDING Laminated plastictops",nan,nan,nan,nan,,nan,nan,nan,nan
nan,"12 54 16.10| Tables, Folding",1000,Tubular steel legs with glides,nan,nan,nan,nan,,nan,nan,nan,nan
nan,"12 54 16.10| Tables, Folding",1020,"18"" x 60"", minimum",nan,nan,nan,Ea.,157,nan,nan,157,172
nan,"12 54 16.10| Tables, Folding",1040,Maximum,nan,nan,nan,nan,249,nan,nan,249,274
nan,"12 54 16.10| Tables, Folding",1840,"36"" x 96"", minimum",nan,nan,nan,nan,355,nan,nan,355,390
nan,"12 54 16.10| Tables, Folding",1860,Maximum,nan,nan,nan,nan,"2,925",nan,nan,"2,925","3,200"
nan,"12 54 16.10| Tables, Folding",2000,"Round, wood stained, plywood top, 60"" diameter, minimum",nan,nan,nan,Ea.,125,nan,nan,125,137
nan,"12 54 16.10| Tables, Folding",2020,Maximum,nan,nan,nan,nan,400,nan,nan,400,445
nan,"12 54 16.20| Furniture, Restaurant",10,"FURNITURE, RESTAURANT",nan,nan,nan,nan,,nan,nan,nan,nan
nan,"12 54 16.20| Furniture, Restaurant",20,"Bars, buil-in, front bar",1 Carp,5.0,1.6,LF,320.0,905.0,nan,410.0,490.0
nan,"12 54 16.20| Furniture, Restaurant",200,Back bar,"""",5.0,1.6,"""",234.0,90.0,nan,324.0,390.0
nan,"12 54 16.20| Furniture, Restaurant",300,"Booth seating, see Section 12:54 16.70",nan,nan,nan,nan,,nan,nan,nan,nan
nan,"12 54 16.20| Furniture, Restaurant",2000,"Chair, bentwood side chair, metal, minimum",nan,nan,nan,Ea.,113.0,nan,nan,113.0,124.0
nan,"12 54 16.20| Furniture, Restaurant",2020,Maximum,nan,nan,nan,nan,132.0,nan,nan,132.0,146.0
nan,"12 54 16.20| Furniture, Restaurant",2600,"Upholstered seat & back, arms, minimum",nan,nan,nan,nan,182.0,nan,nan,182.0,200.0
nan,"12 54 16.20| Furniture, Restaurant",2620,Maximum,nan,nan,nan,nan,555.0,nan,nan,555.0,610.0
nan,12 54 16.70| Booths,10,BOOTHS,nan,nan,nan,nan,,nan,nan,nan,nan
nan,12 54 16.70| Booths,1000,"Banquet, upholstered seat and back, custom",nan,nan,nan,nan,,nan,nan,nan,nan
nan,12 54 16.70| Booths,1500,"Straight, minimum",2 Carp,40.0,0.4,LF,225,22.5,nan,247.50,281
nan,12 54 16.70| Booths,1520,Maximum,nan,36.0,0.444,nan,"1,325",25.0,nan,"1,350","1,475"
nan,12 54 16.70| Booths,1600,"""L"" or ""U"" shape, minimum",nan,35.0,0.457,nan,229,25.5,nan,254.50,291
nan,12 54 16.70| Booths,1620,Maximum,nan,30.0,0.533,nan,405,30.0,nan,435,495
nan,12 54 16.70| Booths,1800,Upholstered outside finished backs for,nan,nan,nan,nan,,nan,nan,nan,nan
nan,12 54 16.70| Booths,1810,single booths and custom banquets,nan,nan,nan,nan,,nan,nan,nan,nan
nan,12 54 16.70| Booths,1820,Minimum,2 Carp,444.0,0.364,LF.,31.50,20.5,nan,52,65
