Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
08 05 05.20,Selective Demolition of Windows,10,SELECTIVE DEMOLITION OF WINDOWS,R024119-10,nan,nan,nan,,nan,nan,nan,nan
08 05 05.20,Selective Demolition of Windows,200,"Aluminum, including trim, to 12 S.F.",1 Clab,16.0,0.5,Ea.,333372.0,23.0,nan,23.0,34.0
08 05 05.20,Selective Demolition of Windows,240,To 25 S.F.,nan,11.0,0.727,nan,nan,nan,nan,33.0,49.0
08 05 05.20,Selective Demolition of Windows,280,To 50 S.F.,nan,nan,1.6,nan,nan,nan,nan,73.0,109.0
08 05 05.20,Selective Demolition of Windows,320,"Storm windows/screens, to 12 S.F.",nan,27.0,0.296,nan,nan,13.5,nan,13.5,20.0
08 05 05.20,Selective Demolition of Windows,360,To 25 S.F.,nan,21.381,nan,nan,nan,17.35,nan,17.35,26.0
08 05 05.20,Selective Demolition of Windows,400,To 50 S.F.,nan,16.0,1.5,nan,nan,23.0,1.0,23.0,34.0
08 05 05.20,Selective Demolition of Windows,600,"Glass, up to 10 S.F./window",nan,200.0,0.04,S.F.,nan,1.82,nan,1.82,2.0
08 05 05.20,Selective Demolition of Windows,620,Over 10 S.F./window,nan,150.0,0.053,"""",nan,2.43,nan,2.43,3.0
08 05 05.20,Selective Demolition of Windows,1000,"Steel, including trim, to 12 S.F.",nan,13.0,0.615,Ea.,nan,28.0,nan,28.0,42.0
08 05 05.20,Selective Demolition of Windows,1020,To 25 S.F.,nan,9.0,0.889,nan,nan,40.5,nan,40.5,60.0
08 05 05.20,Selective Demolition of Windows,1040,To 50 S.F.,nan,4.0,2.0,nan,nan,91.0,nan,91.0,136.0
08 05 05.20,Selective Demolition of Windows,2000,"Wood, including trim, to 12 S.F.",nan,22.0,0.364,nan,nan,16.6,nan,16.6,24.0
08 05 05.20,Selective Demolition of Windows,2020,To 25 S.F.,nan,18.0,0.444,nan,nan,20.5,nan,20.5,30.0
08 05 05.20,Selective Demolition of Windows,2060,To 50 S.F.,nan,13.0,0.615,nan,nan,28.0,nan,28.0,42.0
08 05 05.20,Selective Demolition for Openings,65,To 180 S.F.,11 Clab,8.0,1.0,Ea,nan,45.5,nan,45.5,68.0
08 05 05.20,Selective Demolition for Openings,300,Remove bay /bow window,2 Carp,6.0,2.667,V,nan,150.0,nan,150.0,223.0
08 05 05.20,Selective Demolition for Openings,410,"Remove skylight ,plstc domes ,flush / curb mtd",nan,395.0,0.041,S.E,nan,2.28,nan,2.28,3.39
08 05 05.20,Selective Demolition for Openings,420,"Remove skylight ,plstc/ glass up to 2 ' x 3 '",1 Carp,15.0,0.533,Ea,nan,30.0,nan,30.0,44.5
08 05 05.20,Selective Demolition for Openings,440,"Remove skylight ,plstc/ glass up to 4 ' x 6 '",2 Carp,10.0,1.6,nan,nan,90.0,nan,90.0,134.0
08 05 05.20,Selective Demolition for Openings,480,Remove roof window up to 3 'x 4 ',1 Carp,8.0,nan,nan,nan,56.5,nan,56.5,84.0
08 05 05.20,Selective Demolition for Openings,500,Remove roof window up to 4 ' x 6 ',12 Carp,nan,2.667,nan,nan,150.0,nan,150.0,223.0
08 05 05.20,Selective Demolition for Openings,20,"Remove and reset window , up to a 2 ' x 2 ' window",1 Carp,6.0,1.333,nan,nan,75.0,nan,75.0,112.0
08 05 05.20,Selective Demolition for Openings,40,Up to a 3 ' x 3 ' window,nan,4.0,2.0,nan,nan,113.0,nan,113.0,168.0
08 05 05.20,Selective Demolition for Openings,80,Up to a 4 ' x 5 ' window,nan,2.0,4.0,nan,nan,225.0,nan,225.0,335.0
08 05 05.20,Entrance Doors,10,"ENTRANCE DOORS and frame, aluminum, narrow stile",2 Sswk,2.0,8.0,Ea,"1,125",4465,nan,"1,620","1,975"
08 05 05.20,Entrance Doors,25,"Anodizing aluminum entr. door & frame, add",nan,nan,nan,nan,110,nan,nan,110,121
08 05 05.20,Entrance Doors,30,"3'-6 "" x 7 '-0 "" opening",2 Sswk,28.0,nan,nan,880,495,nan,"1,375","1,725"
08 05 05.20,Entrance Doors,100,"3 '0 "" x 10 '-0"" opening, 3 ' high transom",nan,1.8,8.889,nan,"1,375",550,nan,"1,925","2,350"
08 05 05.20,Entrance Doors,200,"3' 6 "" x 10 '-0"" opening, 3 ' high transom",nan,1.8,8.889,nan,"1,500",550,nan,"2,050","2,500"
08 05 05.20,Entrance Doors,280,"5 '0 "" x 7 '-0 "" opening",nan,2.0,8.0,nan,"1,600",495,nan,"2,095","2,525"
08 05 05.20,Entrance Doors,300,"6 '-0"" x 7 ' 0 "" opening",nan,1.3,12.308,nan,"1,100",760,nan,"1,860","2,375"
08 05 05.20,Entrance Doors,301,"6 -0 "" x 7 '-0"" opening",nan,1.3,12.308,Pr.,"1,100",760,nan,"1,860","2,375"
08 05 05.20,Entrance Doors,400,"6 '0"" x 10 '-0"" opening, 3 ' high transom",nan,1.1,14.545,11,"1,650",900,nan,"2,550","3,175"
08 05 05.20,Entrance Doors,520,"3 '0"" x 7 '-0 "" opening, wide stile",nan,2.0,8.0,Ea,930,495,nan,"1,425","1,775"
08 05 05.20,Entrance Doors,540,"3 -6"" x 7 '-0 "" opening",nan,2.0,8.0,nan,"1,025",495,nan,"1,520","1,875"
08 05 05.20,Entrance Doors,560,"5 '0 "" x 7 '-0 "" opening",nan,2.0,8.0,nan,"1,525",495,nan,"2,020","2,450"
08 05 05.20,Entrance Doors,580,"6 '0 "" x 7 '-0 "" opening",nan,1.3,12.308,Pr.,"1,675",760,nan,"2,435","3,025"
08 05 05.20,Entrance Doors,600,"7 -0 "" x 7 '-0 "" opening",nan,nan,16.0,#,"2,375",990,nan,"3,365","4,125"
08 05 05.20,Entrance Doors,200,"For non-standard size, add",nan,nan,nan,Leaf,,80 %,nan,nan,nan
08 05 05.20,Entrance Doors,2501,"For installation of non-standard size, add",nan,nan,nan,nan,,nan,2206%,nan,nan
08 05 05.20,Entrance Doors,300,"Light bronze finish, add",nan,nan,nan,Leaf,,36 %,nan,nan,nan
08 05 05.20,Entrance Doors,400,"Dark bronze finish, add",nan,nan,nan,nan,,25 %,nan,nan,nan
08 05 05.20,Entrance Doors,500,"For black finish, add",nan,nan,nan,nan,,40 %,nan,nan,nan
08 05 05.20,Entrance Doors,600,"Concealed panic device, add",nan,nan,nan,nan,"1,125",nan,nan,"1,125","1,225"
08 05 05.20,Entrance Doors,700,"Electricstriker release, add",nan,nan,nan,Opng,335,nan,nan,335,370
08 05 05.20,Entrance Doors,800,"Floor check, add",nan,nan,nan,Leaf,720,nan,nan,720,790
08 05 05.20,Entrance Doors,900,"Concealed closer, add",nan,nan,nan,nan,575,nan,nan,575,635
08 05 05.20,Aluminum Screen and Storm Doors and Frames,420,"Clear anodic coating, 2 '-8 "" wide",2 Carp,14.0,1.143,Es,243,64.5,nan,307.5,365.0
08 05 05.20,Aluminum Screen and Storm Doors and Frames,440,"3 '-0"" wide",nan,14.0,1.143,nan,197,64.5,nan,261.5,310.0
08 05 05.20,Aluminum Screen and Storm Doors and Frames,500,"For 7 '-0 "" door height, add",nan,nan,nan,nan,,8%,nan,nan,nan
08 05 05.20,Aluminum Screen and Storm Doors and Frames,20,"Mill finish, 2 '-8 "" wide",2 Carp,14.0,1.143,Ea,254,64.5,nan,318.5,375.0
08 05 05.20,Aluminum Screen and Storm Doors and Frames,40,"3 '0 "" wide",nan,14.0,11.143,nan,274,64.5,nan,338.5,395.0
08 11 63.23,Aluminum Screen and Storm Doors and Frames,1100,"For 7 '-0"" door, add",nan,nan,nan,Ea.,nan,nan,nan,nan,8%
08 11 63.23,Aluminum Screen and Storm Doors and Frames,1520,"White painted, 2 '-8"" wide",2 Carp,14.0,1.143,nan,,266.0,64.5,nan,330.5
08 11 63.23,Aluminum Screen and Storm Doors and Frames,1540,"3 '-0 "" wide",nan,14.0,1.143,nan,300.0,64.5,nan,364.5,4
08 11 63.23,Aluminum Screen and Storm Doors and Frames,1600,"For 7 '-0"" door, add",nan,nan,nan,nan,nan,nan,nan,nan,8%
08 11 63.23,Aluminum Screen and Storm Doors and Frames,2000,"Wood door & screen, see Section 08 14 33.20",nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,Standard Hollow Metal Frames,10,STANDARD HOLLOW METAL FRAMES,nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,Standard Hollow Metal Frames,20,"16 ga., up to 5-3/4"" jamb depth",nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,Standard Hollow Metal Frames,25,"3 '-0 "" x 6 '-8"" single",5G555JUG2GGCarpGGGGGG16GGGGGGGG1G,nan,nan,Eo.,,216.0,56.50,nan,272.5
08 12 13.13,Standard Hollow Metal Frames,28,"3 -6"" wide, single",nan,16.0,1.0,nan,,213.0,56.50,nan,269.5
08 12 13.13,Standard Hollow Metal Frames,30,"4 '0 "" wide, single",nan,16.0,1.0,nan,,226.0,56.50,nan,282.5
08 12 13.13,Standard Hollow Metal Frames,40,"6'-0"" wide, double",nan,14.0,1.143,nan,,236.0,64.50,nan,300.5
08 12 13.13,Standard Hollow Metal Frames,45,"8'-0 "" wide, double",nan,14.0,1.143,nan,,275.0,64.50,nan,339.5
08 12 13.13,Standard Hollow Metal Frames,100,"3 '-0 "" x 7 '-0"" single",nan,16.0,1.0,nan,,175.0,56.50,nan,231.5
08 12 13.13,Standard Hollow Metal Frames,110,"3 '6 "" wide, single",nan,16.0,1.0,nan,,184.0,56.50,nan,240.5
08 12 13.13,Standard Hollow Metal Frames,112,"4  -0 "" wide, single",nan,16.0,1.0,nan,,184.0,56.50,nan,240.5
08 12 13.13,Standard Hollow Metal Frames,140,"6'-0 "" wide, double",nan,14.0,1.143,nan,,261.0,64.50,nan,325.5
08 12 13.13,Standard Hollow Metal Frames,145,"8'-0 "" wide, double",nan,14.0,1.143,nan,,260.0,64.50,nan,324.5
08 12 13.13,Standard Hollow Metal Frames,1000,"16 ga., up to 4-7/8 "" deep, 3 '0 "" x 7 ' 0 "" single",nan,16.0,1.0,nan,,195.0,56.50,nan,251.5
08 12 13.13,Standard Hollow Metal Frames,1140,"6 -0 "" wide, double",2 Corp,14.0,1.143,Ea.,,240.0,64.50,nan,304.5
08 12 13.13,Standard Hollow Metal Frames,1200,"16 ga., 8-3 / 4"" deep, 3 '-0"" x  7 '-0"" single",nan,16.0,nan,nan,,325.0,56.50,nan,381.5
08 12 13.13,Standard Hollow Metal Frames,1240,"6 '0 "" wide, double",nan,14.0,1.143,nan,,310.0,64.50,nan,374.5
08 12 13.13,Standard Hollow Metal Frames,2800,"14 ga., up to 3-7 /8 "" deep, 3 '0 "" x 7 ' 0 "" single",nan,16.0,1.0,nan,,219.0,56.50,nan,275.5
08 12 13.13,Standard Hollow Metal Frames,2840,"6' 0 "" wide, double",nan,14.0,1.143,nan,,305.0,64.50,nan,369.5
08 12 13.13,Standard Hollow Metal Frames,3000,"14 ga., up to 5-3 / 4"" deep, 3 '0 "" x 6 ' 8 "" single",nan,16.0,1.0,nan,,175.0,56.50,nan,231.5
08 12 13.13,Standard Hollow Metal Frames,3002,"3 '-6"" wide, single",nan,166.0,1.0,nan,,226.0,56.50,nan,282.5
08 12 13.13,Standard Hollow Metal Frames,3005,"4  '0 "" wide, single",nan,16.0,1.0,nan,,226.0,K56.50OKKOKOKOK,nan,282.5
08 12 13.13,Standard Hollow Metal Frames,3600,"up to 5-3 /4 "" jamb depth, 4 '-0 "" x 7 '0 "" single",nan,15.0,1.067,nan,,251.0,60,nan,311.0
08 12 13.13,Standard Hollow Metal Frames,3620,"6 -0 "" wide, double",nan,12.0,1.333,nan,,235.0,75,nan,310.0
08 12 13.13,Standard Hollow Metal Frames,3640,"8 -0 "" wide, double",nan,12.0,1.333,nan,,385.0,75,nan,460.0
08 12 13.13,Standard Hollow Metal Frames,3700,"8 '-0 "" high, 4 ' 0"" wide, single",nan,15.0,1.067,nan,,287.0,60,nan,347.0
08 12 13.13,Standard Hollow Metal Frames,3740,"8 '0 "" wide, double",nan,12.0,1.333,nan,,390.0,75,nan,465.0
08 12 13.13,Standard Hollow Metal Frames,4000,"6-3 /4 "" deep, 4' 0 "" x 7  '0 "" single",nan,15.0,1.067,nan,,300.0,60,nan,360.0
08 12 13.13,Standard Hollow Metal Frames,4020,"6 '0 "" wide, double",nan,12.0,1.333,nan,,315.0,75,nan,390.0
08 12 13.13,Standard Hollow Metal Frames,4040,"8 -0 "" wide, double",nan,12.0,1.333,nan,,315.0,75,nan,390.0
08 12 13.13,Standard Hollow Metal Frames,4100,"8 '-0"" high, 4 ' 0 "" wide, single",nan,15.0,1.067,nan,,345.0,60,nan,405.0
08 12 13.13,Standard Hollow Metal Frames,4140,"8 '0 "" wide, double",nan,12.0,1.333,nan,,505.0,75,nan,580.0
08 12 13.13,Standard Hollow Metal Frames,4400,"8-3 /4 "" deep, 4 '-0"" x  7' 0 "", single",nan,15.0,1.067,nan,,380.0,60,nan,440.0
08 12 13.13,Standard Hollow Metal Frames,4440,"8 -0 "" wide, double",nan,12.0,1.333,nan,,495.0,75,nan,570.0
08 12 13.13,Standard Hollow Metal Frames,4500,"4 '-0"" x 8 '-0"", single",nan,15.0,1.067,nan,,425.0,60,nan,485.0
08 12 13.13,Standard Hollow Metal Frames,4540,"8 '0 "" wide, double",nan,12.0,1.333,nan,,535.0,75,nan,610.0
08 12 13.13,Standard Hollow Metal Frames,4900,"For welded frames, add",nan,nan,nan,nan,,124.0,nan,nan,124.0
08 12 13.13,Standard Hollow Metal Frames,5400,"14 ga., ""B"" label, up to 5-3 / 4"" deep, 4 '-0"" x  7 '0 "" single",2 Carp,15.0,1.067,nan,,310.0,60AK,nan,370.0
08 12 13.13,Standard Hollow Metal Frames,5440,"8 -0 "" wide, double",nan,12.0,1.333,nan,,425.0,75,nan,500.0
08 12 13.13,Standard Hollow Metal Frames,5800,"6-3 /4 "" deep, 7 '-0"" high, 4 '-0"" wide, single",nan,15.0,1.067,nan,,187.0,60,nan,247.0
08 12 13.13,Standard Hollow Metal Frames,5840,"8 -0 "" wide, double",nan,12.0,1.333,nan,,390.0,75,nan,465.0
08 12 13.13,Standard Hollow Metal Frames,6200,"8-3 /4 "" deep, 4 '-0"" x 7 '-0 "" single",nan,15.0,1.067,nan,,435.0,60,nan,495.0
08 12 13.13,Standard Hollow Metal Frames,6240,"8 '-0 "" wide, double",nan,12.0,1.333,nan,,445.0,75,nan,520.0
08 12 13.13,0088 12 Me12l Frames,8,12 13 - Hollow Metal Frames,nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,3,12 13.13 Standard Hollow Metal Frames,nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,nan,"For ""A"" label use same price as ""B"" label",nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,nan,"For baked enamel finish, odd",nan,nan,nan,nan,,30%,15%,nan,nan
08 12 13.13,0088 12 Me12l Frames,nan,"For galvanizing, add",nan,nan,nan,nan,,20%,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,nan,"For hospital stop, add",Eq.,nan,nan,nan,284,nan,nan,284,315
08 12 13.13,0088 12 Me12l Frames,20,"For hospital stop, stainless steel, add","""",nan,nan,nan,156,nan,nan,156,172
08 12 13.13,0088 12 Me12l Frames,nan,"Transom liteframes, fixed, add",2 Carp,155.0,0.103,S.F.,60,5.80,nan,65.80,74.50
08 12 13.13,0088 12 Me12l Frames,100,"Movable, add",nan,130.0,0.123,nan,80.50,6.95,nan,87.45,99
08 12 13.13,0088 12 Me12l Frames,3,12 13.25 Channel Metal Frames,nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,110,CHANNEL METAL FRAMES,nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,120,Steel channels with anchors and bar stops,nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,00,"6"" channel @ 8.2 #/L.F., 3' x 7' door, weighs 150 #",55G5555 E-4,13.0,2.462,Ea.,295,153,11.35,459.35,575
08 12 13.13,0088 12 Me12l Frames,00,"8"" channel @ 11.5 #/L.F., 6' x 8' door, weighs 275 #",G,9.0,3.556,nan,540,222,16.4,778.40,955
08 12 13.13,0088 12 Me12l Frames,00,"8' x 12' door, weighs 400 #",G,6.5,4.923,nan,785,305,22.5,"1,112.50","1,375"
08 12 13.13,0088 12 Me12l Frames,00,"10"" channel @ 15.3 #/LF., 10' x 10' door, weighs 500 #",G,6.0,5.333,nan,980,335,24.5,"1,339.50","1,600"
08 12 13.13,0088 12 Me12l Frames,00,"12' x 12' door, weighs 600 #",G,5.5,5.818,nan,"1,175",365,27.0,"1,567","1,900"
08 12 13.13,0088 12 Me12l Frames,nan,"12"" channel @ 20.7 #/L.F., 12' x 12' door, weighs 825 #",G,4.5,7.111,nan,"1,625",445,33.0,"2,103","2,500"
08 12 13.13,0088 12 Me12l Frames,nan,"12' x 16' door, weighs 1000 #",G,nan,8.0,nan,"1,975",500,37.0,"2,512","2,950"
08 12 13.13,0088 12 Me12l Frames,00,"For frames without bar stops, light sections, deduct",nan,nan,nan,nan,,15%,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,00,"Heavy sections, deduct",nan,nan,nan,nan,,10%,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,08,13 Metal Doors,nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,8,13 13 - Hollow Metal Doors,nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,3,13 13.13 Standard Hollow Metal Doors,nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,110,STANDARD HOLLOW METAL DOORS,R081313-20,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,115,"Flush, full panel, hollow core",nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,17,When noted doors are prepared but do not include glass or louvers,nan,nan,nan,nan,,nan,nan,nan,nan
08 12 13.13,0088 12 Me12l Frames,120,"1-3/8"" thick, 20 ga., 2'-0"" x 6'-8""",GGGG 2 Carp,2011.0,0.8,Ea.,525,4522,nan,570,640
08 12 13.13,0088 12 Me12l Frames,140,"2'-8"" x 6'8""",nan,18.0,0.889,nan,485,50,nan,535,610
08 12 13.13,0088 12 Me12l Frames,960,"3'0"" x 6'8""",nan,17.0,0.941,nan,535,53,nan,588,670
08 12 13.13,0088 12 Me12l Frames,00,"3'0"" x 7'0""",nan,17.0,0.941,nan,540,53,nan,593,675
08 12 13.13,0088 12 Me12l Frames,20,"For vision lit, add",nan,nan,nan,nan,310,nan,nan,310,340
08 12 13.13,0088 12 Me12l Frames,40,"For narrow lite, add",nan,nan,nan,nan,42,nan,nan,42,46
08 12 13.13,0088 12 Me12l Frames,20,"Half glass, 20 ga., 2'-0"" x 6'-8""",5G55555 2 Carp,20.0,0.8,nan,860,nan,nan,905,"1,000"
08 12 13.13,0088 12 Me12l Frames,40,"2'-8"" x 6'8""",nan,18.0,0.889,nan,900,S,nan,950,"1,075"
08 12 13.13,0088 12 Me12l Frames,60,"3'-0"" x 6'8""",nan,17.0,0.941,nan,860,53,nan,913,"1,025"
08 12 13.13,0088 12 Me12l Frames,00,"3'-0"" x 7'0""",nan,17.0,0.941,nan,870,53,nan,923,"1,025"
08 12 13.13,0088 12 Me12l Frames,10,"1-3/8"" thick, 18 ga., 2'0"" x 6'-8""",nan,20.0,0.8,nan,705,45,nan,750,840
08 12 13.13,0088 12 Me12l Frames,20,"3'-0"" x 6'-8""",nan,17.0,0.941,nan,420,53,nan,473,545
08 12 13.13,0088 12 Me12l Frames,25,"3'0"" x 7'0""",nan,17.0,0.941,nan,550,53,nan,603,685
08 12 13.13,0088 12 Me12l Frames,$50,"For vision lit, add",nan,nan,nan,nan,310,nan,nan,310,340
08 12 13.13,0088 12 Me12l Frames,52,"For narrow life, add",nan,nan,nan,nan,42,nan,nan,42,46
08 12 13.13,0088 12 Me12l Frames,60,"Half glass, 18 go., 2'0"" x 6'-8""",5555555552 Corp,20.0,0.8,nan,955,4453233243,nan,"1,000","1,125"
08 12 13.13,0088 12 Me12l Frames,65,"2'-8"" x 6'8""",nan,18.0,0.889,nan,990,50,nan,"1,040","1,150"
08 12 13.13,0088 12 Me12l Frames,.70,"3'-0"" x 6'-8""",nan,17.0,0.941,nan,965,53,nan,"1,018","1,125"
08 12 13.13,0088 12 Me12l Frames,.75,"3'-0"" x 7'0""",nan,17.0,0.941,nan,805,53,nan,858,965
08 12 13.13,0088 12 Me12l Frames,100,"Hollow core, 1-3/4"" thick, fullpanel, 20 ga, 2'-8"" x 6'8""",nan,18.0,0.889,nan,550,50,nan,600,680
08 12 13.13,0088 12 Me12l Frames,$20,"3'-0"" x 6'-8""",2 Carp,17.0,0.941,8o.,550,53,nan,603,685
08 12 13.13,0088 12 Me12l Frames,40,"3'0"" x 7-0""",nan,17.0,0.941,nan,560,53,nan,613,695
08 12 13.13,0088 12 Me12l Frames,80,"4'0"" x 7-0""",nan,15.0,1.067,nan,760,60,nan,820,925
08 12 13.13,0088 12 Me12l Frames,00,"4'0"" x 8'0""",nan,13.0,1.231,nan,915,69.50,nan,984.50,"1,100"
08 12 13.13,0088 12 Me12l Frames,100,"18 ga, 2'-8"" x 6'-8""",nan,17.0,0.941,nan,650,53,nan,703,795
08 12 13.13,08 13 13 Standard Hollow Metal Doors,1020,"3'-0"" x 6'-8""",5G55 2 Carp,16.0,1.0,Ea.,665,56.50,nan,721.50,{
08 12 13.13,08 13 13 Standard Hollow Metal Doors,1120,"3'-0"" x 7'-0""",G,17.0,1.941,nan,665,53,nan,718,{
08 12 13.13,08 13 13 Standard Hollow Metal Doors,1180,"4'-0"" x 7'-0""",G,14.0,1.143,nan,780,64.50,nan,844.50,(
08 12 13.13,08 13 13 Standard Hollow Metal Doors,1200,"4'-0"" x 8'-0""",G,17.0,1.941,nan,"1,150",53,nan,"1,203","1,8"
08 12 13.13,08 13 13 Standard Hollow Metal Doors,1212,"For vision lite, add",nan,nan,nan,nan,,310,nan,nan,310
08 12 13.13,08 13 13 Standard Hollow Metal Doors,1214,"For narrow lit, add",nan,nan,nan,nan,,42,nan,nan,42
