Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,3700,"Standard spray, pendent or upright, brass, 135°F to 286°F",nan,nan,nan,nan,,nan,nan,nan,nan
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,3730,"1/2"" NPT, 7/16"" orifice",1 Spri,16.0,0.5,Ea.,19.05,34.5,nan,53.55,72.0
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,3740,"1/2"" NPT, K5.6",IT,16.0,0.5,"""",16.45,34.5,nan,50.95,69.0
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,3920,"For 360°F, same cost",nan,nan,nan,nan,,nan,nan,nan,nan
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,3930,For 400°F,1 Spri,16.0,1.5,Ea.,1224.0,34.5,nan,158.5,187.0
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,3940,For 500°F,"""",16.0,0.5,nan,124.0,34.5,nan,158.5,187.0
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,4500,"Sidewall, horizontal, brass, 135°F to 286°F",nan,nan,nan,nan,,nan,nan,nan,nan
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,4520,"1/2"" NPT, 1/2"" orifice",1 Spri,16.0,0.5,Ea.,33.5,34.5,nan,88.0,87.5
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,4540,"For 360°F, same cost",nan,nan,nan,nan,,nan,nan,nan,nan
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,4800,"Recessed pendent, brass, 135°F to 286°F",nan,nan,nan,nan,,nan,nan,nan,nan
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,4820,"1/2"" NPT, K2.8",11 Spri,10.0,800.0,Ea.,57.0,555.0,nan,112.0,145.0
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,4830,"1/2"" NPT, 7/16"" orifice",nan,10.0,0.8,nan,25.5,nan,nan,80.5,110.0
nan,0010 WET-PIPE SPRINKLER SYSTEM COMPONENTS,4840,"1/2"" NPT, K5.6",nan,10.0,0.8,nan,19.15,nan,nan,74.15,103.0
21 13 16.50,Dry-Pipe Sprinkler System Components,10,DRY-PIPE SPRINKLER SYSTEM COMPONENTS,nan,nan,nan,nan,,nan,nan,nan,nan
21 13 16.50,Dry-Pipe Sprinkler System Components,600,Accelerator,1 Spri,8.0,1.0,Eo.,"1,075",68.5,nan,"1,143.50","1,275"
21 13 16.50,Dry-Pipe Sprinkler System Components,2600,"Sprinkler heads, not including supply piping",nan,nan,nan,nan,,nan,nan,nan,nan
21 13 16.50,Dry-Pipe Sprinkler System Components,2640,"Dry, pendent, 1/2"" orifice, 3/4"" or 1"" NPT",nan,nan,nan,nan,,nan,nan,nan,nan
21 13 16.50,Dry-Pipe Sprinkler System Components,2700,"15-1/4"" to 18"" length",1 Spri,4.0,0.571,Ea.,279,39.0,nan,318,365
