Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
41 21 23.16,41 21 23 Piece Material Conveyors,10,CONTAINER PIECE MATERIAL CONVEYORS,nan,nan,nan,nan,,nan,nan,nan,nan
41 21 23.16,41 21 23 Piece Material Conveyors,20,"Gravity fed, 2"" rollers, 3"" OC",nan,nan,nan,nan,,nan,nan,nan,nan
41 21 23.16,41 21 23 Piece Material Conveyors,50,"10' sections with 2 supports, 600 lb. capacity, 18"" wide",nan,nan,nan,Eo.,495,nan,nan,495,545
41 21 23.16,41 21 23 Piece Material Conveyors,100,"24"" wide",nan,nan,nan,nan,620,nan,nan,620,685
41 21 23.16,41 21 23 Piece Material Conveyors,150,"1,400 lb. capacity, 18"" wide",nan,nan,nan,nan,735,nan,nan,735,810
41 21 23.16,41 21 23 Piece Material Conveyors,200,"24"" wide",nan,nan,nan,nan,620,nan,nan,620,685
41 21 23.16,41 21 23 Piece Material Conveyors,350,"Horizontal belt, center drive and takeup, 60 fpm",nan,nan,nan,nan,,nan,nan,nan,nan
41 21 23.16,41 21 23 Piece Material Conveyors,400,"16"" belt, 26.5' length",2 Mill,0.5,32.0,Ea.,"3,825","1,950",nan,"5,775","7,000"
41 21 23.16,41 21 23 Piece Material Conveyors,450,"24"" belt, 41.5' length",nan,0.4,40.0,nan,"5,650","2,425",nan,"8,075","9,725"
41 21 23.16,41 21 23 Piece Material Conveyors,500,61.5' length,nan,0.3,53.333,nan,"9,350","3,225",nan,"12,575","15,000"
41 21 23.16,41 21 23 Piece Material Conveyors,600,"Inclined belt, 10' rise with horizontal loader and",nan,nan,nan,nan,,nan,nan,nan,nan
41 21 23.16,41 21 23 Piece Material Conveyors,620,"End idler assembly, 27.5' length, 18"" belt",2 Mill,0.3,53.333,Eq.,"7,925","3,225",nan,"11,150","13,400"
41 21 23.16,41 21 23 Piece Material Conveyors,700,"24"" belt","""",0.15,107.0,nan,"9,700","6,450",nan,"16,150","20,000"
41 21 23.16,41 21 23 Piece Material Conveyors,3600,"Monorail, overhead, manual, channel type",nan,nan,nan,nan,,nan,nan,nan,nan
41 21 23.16,41 21 23 Piece Material Conveyors,3700,125 lb./LF.,1 Mill,265.0,0.308,L.F.,20.50,18.65,nan,39.15,49.50
41 21 23.16,41 21 23 Piece Material Conveyors,3900,500 lb./LF.,"""",21.0,0.381,nan,24.50,23,nan,47.50,60.50
41 21 23.16,41 21 23 Piece Material Conveyors,4000,"Trolleys for above, 2 wheel, 125 lb. capacity",nan,nan,nan,Eo.,92,nan,nan,92,101
41 21 23.16,41 21 23 Piece Material Conveyors,4200,"4 wheel, 250 lb. capacity",nan,nan,nan,nan,425,nan,nan,425,470
41 21 23.16,41 21 23 Piece Material Conveyors,4300,"8 wheel, 500 lb. capacity",nan,nan,nan,nan,930,nan,nan,930,"1,025"
41 22 13.10,Crane Rail,10,CRANE RAIL,nan,nan,nan,nan,,nan,nan,nan,nan
41 22 13.10,Crane Rail,20,"Box beam bridge, no equipment included",E-4,3400.0,0.009,Lb.,1.64,0.59,132.0,2.27,2.75
41 22 13.10,Crane Rail,200,"Running track only, 104 lb. per yard",nan,5600.0,0.006,"""",0.82,0.36,0.03,1.21,1.48
41 22 13.10,Crane Rail,210,"Running track only, 104 lb. per yard, 20' piece",nan,160.0,0.2,LF.,28.5,12.45,0.92,41.87,51.5
41 22 13.13,Bridge Cranes,10,BRIDGE CRANES,nan,nan,nan,nan,,nan,nan,nan,nan
41 22 13.13,Bridge Cranes,100,"1 girder, 20' span, 3 ton",M-3,1.0,343.0,Ea.,"25,600","2,375",172.0,"28,147","31,900"
