Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
,2022 Bare Costs,200,"500 CFM, 10"" inlet, 2 HP",Q-20,2.4,8.333,Ea.,"4,025",515,,"4,540","5,200"
,2022 Bare Costs,220,"1,000 CFM, 10"" inlet, 3 HP",Q 20,2.2,9.091,Ea.,"4,775",565,,"5,340","6,100"
,2022 Bare Costs,240,"1,500 CFM, 10"" inlet, 5 HP",,210.0,,,"4,400",620,,"5,020","5,750"
,2022 Bare Costs,260,"3,000 CFM, 13"" inlet, 10 HP",,1.5,13.333,,"13,900",825,,"14,725","16,600"
,2022 Bare Costs,280,"5,000 CFM, 16"" inlet, 2 @ 10 HP",,1.0,20,,"14,800","1,250",,"16,050","18,200"
,2022 Bare Costs,1100,"2-1/8"" OD, 16 ga.",Q-9,440.0,.036,L.F.,3.60,2.21,,5.81,7.30
,2022 Bare Costs,1110,"2-1/2"" OD, 16 ga.",,420.0,.038,,3.90,2.32,,6.22,7.80
,2022 Bare Costs,1120,"3"" OD, 16 ga.",,400.0,.040,,3.98,2.43,,6.41,8.0 %
,2022 Bare Costs,1130,"3-1/2"" OD, 16 ga.",,380.0,.042,,6.10,2.56,,8.66,10.55
,2022 Bare Costs,1140,"4"" OD, 16 ga.",,360.0,.044,,7,2.70,,9.70,11.75
,2022 Bare Costs,1150,"5"" OD, 14 ga.",,320.05,,,9.90,3.04,,12.94,15.50
,2022 Bare Costs,1160,"6"" OD, 14 ga.",,280.0,.057,,12,3.47,,15.47,18.4 !
,2022 Bare Costs,1170,"8"" OD, 14 ga.",,200.0,.080,,18.55,4.86,,23.41,28
,2022 Bare Costs,1180,"10"" OD, 12 go.",,160.0,.100,,54,6.10,,60.10,68.50
,2022 Bare Costs,1190,"12"" OD, 12 ga.",,120.0,.133,,51,8.10,,59.10,68
,2022 Bare Costs,1200,"14"" OD, 12 ga.",,80.0,.200,,57.50,12.15,,69.65,81.50
,2022 Bare Costs,1956,"Hose, flexible wire reinforced rubber, 3"" diam.",Q-9,400.0,.040,LF,6.05,2.43,,8.48,10.3 !
,2022 Bare Costs,1960,"4"" diam.",,360.0,.044,,7.15,2.70,,9.85,11.95
,2022 Bare Costs,1970,"5"" diam.",,320.0,.050,,8.85,3.04,,11.89,14.30
,2022 Bare Costs,1980,"6"" diam.",,280.0,.057,,9.40,3.47,,12.87,15.60
,2022 Bare Costs,2110,"90° elbow, slip fit, 2-1/8"" diam.",Q-9,70.0,.229,Ea.,13.50,13.90,,27.40,36
,2022 Bare Costs,2120,"2-1/2"" diam.",,65.0,.246,,16.65,14.95,,31.60,41
,2022 Bare Costs,2130,"3"" diam.",,60.0,.2671,,26,16.20,,42.201,53
,2022 Bare Costs,2140,"3-1/2"" diam.",,55.0,.291,,31.50,17.70,,49.20,61
,2022 Bare Costs,2150,"4"" diam.",,50.0,.320,,34.50,19.45,,53.95,67.50
,2022 Bare Costs,2160,"5"" diam.",,45.0,.3561,,53.50,21.50,,75,91.50
,2022 Bare Costs,2170,"6"" diam.",,40.0,.400,,70,24.50,,94.50,114
,2022 Bare Costs,2180,"8"" diam.",,30.0,.533,+,160,32.50,,192.50,225
,2022 Bare Costs,2410,"45° elbow, slip fit, 2-1/8"" diam.",Q-9,70.0,.229,Ea.,9.90,13.90,,23.80,32
,2022 Bare Costs,2420,"2-1/2"" diam.",,65.0,.246,,16.15,14.95,,31.10,40.50
,2022 Bare Costs,2430,"3"" diam.",,160.0,.2671,,19.90,16.20,,36.101,46.50
,2022 Bare Costs,2440,"3-1/2"" diam.",,55.0,.291,,241,17.70,,41.70,53
,2022 Bare Costs,2450,"4"" diam.",,50.0,.320,,31,19.45,,50.45,63.50
,2022 Bare Costs,2460,"5"" diam.",,45.0,.356,,51,21.50,,72.50,88.50
,2022 Bare Costs,2470,"6"" diam.",,40.0,.400,,64,24.50,,88.50,107
,2022 Bare Costs,2480,"8"" diam.",,35.0,.457,,170,28,,198,229
,2022 Bare Costs,2810,"90° TY, slip fitthru 6"" diam., 2-1/8"" diam.",Q-9,2333322.0,.381,Ea.,2124,2222334,,44,58.50
,2022 Bare Costs,2820,"2-1/2"" diam.",,39.0,.410,,26.50,25,,51.50,66.50
,2022 Bare Costs,2830,"3"" diam.",,36.0,.444,,32.50,27,,59.50,76
,2022 Bare Costs,2840,"3-1/2"" diam.",,,.485 !,,47,29.50,,76.50,96
,2022 Bare Costs,2850,"4"" diam.",,30.0,.533,,41.50,32.50,,74,94.50
,2022 Bare Costs,2860,"5"" diam.",,27.0,.593,,69,36,,105,131
,2022 Bare Costs,2870,"6"" diam.",,24.0,.667,,102,40.50,,142.50,173
,2022 Bare Costs,2880,"8"" diam., butt end",,,,,174,,,174,191
,2022 Bare Costs,2890,"10"" diam., butt end",,,,,370,,,370,410
