Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
,100,26,01 02 - Labor Adjustment,,,,,,,,,
,100,26,01 02.20 Labor Adjustment Factors,,,,,,,,,
,100,10,"LABOR ADJUSTMENT FACTORS (For Div. 26, 27 and 28) R260519-90",,,,,,,,,
,100,100,Subtract from labor for Economy of Scale for Wire,,,,,,,,,
,100,110,4-5 wires,,,,,,,25%,,
,100,120,6-10 wires,,,,,,,30%,,
,100,130,11-15 wires,,,,,,,35%,,
,100,140,over 15 wires,,,,,,,40%,,
,100,150,"Labor adjustment factors (For Div. 26, 27, 28 and 48)",,,,,,,,,
,100,200,"Labor factors: The below are reasonable suggestions, but",,,,,,,,,
,100,210,"each project must be evaluated for its own peculiarities, and",,,,,,,,,
,100,220,the adjustments be increased or decreased depending on the,,,,,,,,,
,100,230,severity of the special conditions.,,,,,,,,,
,100,1000,Add to labor for elevated installation (above floor level),,,,,,,,,
,100,1010,10' to 14.5' high,,,,,,,10%,,
,100,1020,15' to 19.5' high,,,,,,,20%,,
,100,1030,20' to 24.5' high,,,,,,,25%,,
,100,1040,25' to 29.5' high,,,,,,,35%,,
,100,1050,30' to 34.5' high,,,,,,,40%,,
,100,1060,35' to 39.5' high,,,,,,,50%,,
,100,1070,40' and higher,,,,,,,55%,,
,100,2000,Add to labor for crawl space,,,,,,,,,
,100,2010,3' high,,,,,,,40%,,
,100,2020,4' high,,,,,,,30%,,
,100,3000,Add to labor for multi story building,,,,,,,,,
,100,3100,For new construction (No elevator available),,,,,,,,,
,100,3110,Add for floors 3 thru 10,,,,,,,5%,,
,100,3120,Add for floors 11 thru 15,,,,,,,10%,,
,100,3130,Add for floors 16 thru 20,,,,,,,15%,,
,100,3140,Add for floors 21 thru 30,,,,,,,20%,,
,100,3150,Add for floors 31 and up,,,,,,,30%,,
,100,3200,For existing structure (Elevator available),,,,,,,,,
,100,3210,Add for work on floor 3 and above,,,,,,,2%,,
,100,4000,Add to labor for working in existing occupied buildings,,,,,,,,,
,100,4010,Hospital,,,,,,,35%,,
,100,4020,Office building,,,,,,,25%,,
,100,4030,School,,,,,,,20%,,
,100,4040,Factory or warehouse,,,,,,,15%,,
,100,4050,Multi dwelling,,,,,,,15%,,
,100,5000,"Add to labor, miscellaneous",,,,,,,,,
,100,5010,Cramped shaft,,,,,,,35%,,
,100,5020,Congested area,,,,,,,15%,,
,100,5030,Excessive heat or cold,,,,,,,30%,,
,100,6000,"Labor factors: the above are reasonable suggestions, but",,,,,,,,,
,100,6100,each project should be evaluated for its own peculiarities,,,,,,,,,
,100,6200,Other factors to be considered are:,,,,,,,,,
,100,6210,Movement of material and equipment through finished areas,,,,,,,10%,,
,100,6220,Equipment room min security direct access w / authorization,,,,,,,15%,,
,100,6230,Attic space,,,,,,,25%,,
,100,6240,No service road,,,,,,,25%,,
,100,6250,"Poor unloading /storage area, no hydraulic lifts or jacks",,,,,,,20%,,
,100,6260,Congested site area /heavy traffic,,,,,,,20%,,
,100,7000,Correctional facilities (no compounding division 1 adjustment factors),,,,,,,,,
,100,7010,Minimum security w / facilities escort,,,,,,,30%,,
,100,7020,Medium security w / facilities and correctional officer escort,,,,,,,40%,,
,26 01 02 - Labor and Adjustment Maintenance,7030,Max security w/facilities & correctional officer escort (no inmate contact),,,,,,,,,50%
,26 01 02 - Labor and Adjustment Maintenance,10,ELECTRICAL DEMOLITION,,,,,,,,,
,26 01 02 - Labor and Adjustment Maintenance,20,"Electrical demolition, conduit to 10' high, inc. fittings & hangers",,,,,,,,,
,26 01 02 - Labor and Adjustment Maintenance,100,"Rigid galvanized steel, 1/2"" to 1"" diameter",1 Elec,242.0,0.033,LF,,2.19,,2.19,3.25
,26 01 02 - Labor and Adjustment Maintenance,120,"1-1/4"" to 2""",,200.0,0.04,,,2.65,,2.65,3.94
,26 01 02 - Labor and Adjustment Maintenance,140,"2-1/2"" to 3-1/2""",12 Elec,302.0,0.053,,,3.51,,3.51,5.2
,26 01 02 - Labor and Adjustment Maintenance,160,"4"" to 6""",,160.0,0.1,,,6.6,,6.60,9.85
,26 01 02 - Labor and Adjustment Maintenance,200,"Electric metallic tubing (EMT), 1/2"" to 1""",1 Elec,394.0,0.02,,,1.34,,1.34,2.0
,26 01 02 - Labor and Adjustment Maintenance,220,"1-1/4"" to 1-1/2""",,326.0,0.025,,,1.62,,1.62,2.41
,26 01 02 - Labor and Adjustment Maintenance,240,"2"" to 3""",,236.0,0.034,,,2.24,,2.24,3.34
,26 01 02 - Labor and Adjustment Maintenance,260,"3-1/2"" to 4""",2 Elec,310.0,0.052,+,,3.42,,3.42,5.1
,26 01 02 - Labor and Adjustment Maintenance,270,Armored cable (BX) avg. 50' runs,,,,,,,,,
,26 01 02 - Labor and Adjustment Maintenance,280,"#14, 2 wire",1 Elec,690.0,0.012,LF,,0.77,,.77,1.14
,26 01 02 - Labor and Adjustment Maintenance,290,"#14, 3 wire",,571.0,0.014,,,0.93,,.93,1.38
,26 01 02 - Labor and Adjustment Maintenance,300,"#12, 2 wire",,605.0,0.013,,,0.88,,.88,1.3
,26 01 02 - Labor and Adjustment Maintenance,310,"#12, 3 wire",,514.016,,,,1.03,,1.03,1.53
,26 01 02 - Labor and Adjustment Maintenance,320,"#10, 2 wire",,514.0,0.016,,,1.03,,1.03,1.53
,26 01 02 - Labor and Adjustment Maintenance,330,"#10, 3 wire",,425.0,0.019,,,1.25,,1.25,1.85
,26 01 02 - Labor and Adjustment Maintenance,340,"#8, 3 wire",,342.0,0.023,,,1.55,,1.55,2.3
,26 01 02 - Labor and Adjustment Maintenance,350,Non metallic sheathed cable (Romex),,,,,,,,,
,26 01 02 - Labor and Adjustment Maintenance,360,"#14, 2 wire",1 Elec,720.0,0.011,LF,,,0.74,188.0,1.09
,26 01 02 - Labor and Adjustment Maintenance,370,"#14, 3 wire",,657.0,0.012,,,0.81,,.81,1.2
,26 01 02 - Labor and Adjustment Maintenance,380,"#12, 2 wire",,629.0,0.013,,,0.84,,.84,1.25
,26 01 02 - Labor and Adjustment Maintenance,390,"#10, 3 wire",,1450.0,0.018,,,1.18,,1.18,1.75
,26 01 02 - Labor and Adjustment Maintenance,400,"Wiremold raceway, including fittings & hangers",,,,,,,,,
,26 01 02 - Labor and Adjustment Maintenance,420,No. 3000,1 Elec,250.0,0.032,LF,,2.12,,2.12,3.15
,26 01 02 - Labor and Adjustment Maintenance,440,No. 4000,,217.0,0.037,,,2.44,,2.44,3.63
,26 01 02 - Labor and Adjustment Maintenance,460,No. 6000,,166.0,0.048,,,3.19,,3.19,4.74
,26 01 02 - Labor and Adjustment Maintenance,462,Plugmold with receptacle,,114.0,0.07,,,4.65,,4.65,6.9
,26 01 02 - Labor and Adjustment Maintenance,465,Telephone/power pole,,12.0,0.667,Ea.,,44.0,,44,65.5
,26 01 02 - Labor and Adjustment Maintenance,470,"Non metallic, straight section",,480.0,0.017,LF,,1.1,,1.10,1.64
,26 01 02 - Labor and Adjustment Maintenance,500,"Channels, steel, including fittings & hangers",,,,,,,,,
,26 01 02 - Labor and Adjustment Maintenance,520,"3/4"" x 1-1/2""",1 Elec,308.0,0.026,LF,,1.72,,1.72,2.56
,26 01 02 - Labor and Adjustment Maintenance,540,"1-1/2"" x 1-1/2""",1 Elec,269.0,0.03,LF,,1.97,,1.97,2.93
,26 01 02 - Labor and Adjustment Maintenance,560,"1-1/2"" x 1-7/8""",,229.0,0.035,1,,2.31,,2.31,3.44
,26 01 02 - Labor and Adjustment Maintenance,600,"Copper bus duct, indoor, 3 phase",,,,,,,,,
,26 01 02 - Labor and Adjustment Maintenance,610,Including hangers & supports,,,,,,,,,
,26 01 02 - Labor and Adjustment Maintenance,620,225 amp,2 Elec,135.0,119.0,L.F.,,7.85,,7.85,11.65
,26 01 02 - Labor and Adjustment Maintenance,640,400 amp,,106.0,0.151,,,10.0,,10,14.85
,26 01 02 - Labor and Adjustment Maintenance,660,600 amp,,86.0,0.186,,,12.3,,12.30,18.3
,26 01 02 - Labor and Adjustment Maintenance,680,"1,000 amp",,60.0,0.267,,,17.65,,17.65,26.0
,26 01 02 - Labor and Adjustment Maintenance,700,"1,600 amp",,40.0,0.4,,,26.5,,26.50,39.5
,26 01 02 - Labor and Adjustment Maintenance,720,"3,000 amp",,10.0,1.6,,,106.0,,106,157.0
,26 01 02 - Labor and Adjustment Maintenance,1300,"Transformer, dry type, 1 phase, incl. removal of",,,,,,,,,
,26 01 02 - Labor and Adjustment Maintenance,1320,"supports, wire & conduit terminations",,,,,,,,,
,26 01 02 - Labor and Adjustment Maintenance,1340,1 kVA,Elec,7.7,1.039,Ea.,,69.0,,69,102.0
,26 01 02 - Labor and Adjustment Maintenance,1420,75 kVA,2 Elec,2.5,6.4,,,425.0,,425,630.0
26 05 33.18,Pull Boxes,6500,"24"" L x 48"" W x 8"" D",1 Elec,2,4,Ea.,525,265,,790,970
26 05 33.23,Wireway,10,WIREWAY to 10' high,,,,,,,,,
26 05 33.23,Wireway,100,"NEMA 1, screw cover w/fittings and supports, 2-1/2"" x 2-1/2""",1 Elec,44443536.0,0.178,LF,15.85,11.75,,27.6,35.0
26 05 33.23,Wireway,200,"4"" x 4""",RE,40.0,0.2,,19.75,13.25,,33.0,41.0
26 05 33.23,Wireway,400,"6"" x 6""",2 Elec,60.0,0.267,,24.0,17.65,,41.65,52.0
26 05 33.23,Wireway,600,"8"" x 8""",,40.0,1.4,,23.0,26.5,,49.5,64.5
26 05 33.23,Wireway,4475,"NEMA 3R, screw cover w/fittings and supports, 4"" x 4""",1 Elec,36.0,0.222,,17.6,14.7,,32.3,41.5
26 05 33.23,Wireway,4480,"6"" x 6""",12 Elec,55.0,1.291,,19.55,19.25,,38.8,50.0
26 05 33.23,Wireway,4485,"8"" x 8""",,,36.444,,42.0,29.5,,71.5,90.0
26 05 33.23,Wireway,4490,"12"" x 12""",V,18.0,0.889,,92.5,59.0,,151.5,190.0
26 05 36.10,Cable Tray Ladder Type,10,"CABLE TRAY LADDER TYPE w/ ftngs. & supports, 4"" dp., to 15' elev.",,,,,,,,,
26 05 36.10,Cable Tray Ladder Type,160,Galvanized steel tray,,,,,,,,,
26 05 36.10,Cable Tray Ladder Type,170,"4"" rung spacing, 6"" wide",2 Elec,98.0,0.163,LF,16.95,10.8,,27.75,34.5
26 05 36.10,Cable Tray Ladder Type,200,"12"" wide",,86.0,0.186,,20.5,12.3,,32.8,41.0
26 05 36.10,Cable Tray Ladder Type,400,"18"" wide",,82.195,,[,23.5,12.9,!,36.4,45.0
26 05 36.10,Cable Tray Ladder Type,600,"24"" wide",,78.205,1.0,,27.5,13.6,,41.1,50.0
26 05 36.10,Cable Tray Ladder Type,3200,"Aluminum tray, 4"" deep, 6"" rung spacing, 6"" wide",,134.119,,,18.9,7.9,,26.8,33.0
26 05 36.10,Cable Tray Ladder Type,3220,"12"" wide",,124.129,,,21.0,8.55,,29.55,36.0
26 05 36.10,Cable Tray Ladder Type,3230,"18"" wide",,114.0,0.14,,23.5,9.3,,32.8,40.0
26 05 36.10,Cable Tray Ladder Type,3240,"24"" wide",,106.0,0.151,,27.5,10.0,,37.5,45.0
26 05 39.30,Conduit In Concrete Slab,10,"CONDUIT IN CONCRETE SLAB Including terminations,",,,,,,,,,
26 05 39.30,Conduit In Concrete Slab,20,fittings and supports,,,,,,,,,
26 05 39.30,Conduit In Concrete Slab,3230,"PVC, schedule 40, 1/2"" diameter",1 Elec,270.0,0.03,LF,0.62,1.96,,2.58,3.61
26 05 39.30,Conduit In Concrete Slab,3250,"3/4"" diameter",,230.0,0.035,,0.67,2.3,,2.97,4.15
26 05 39.30,Conduit In Concrete Slab,3270,"1"" diameter",,1200.0,0.04,,0.87,2.65,,3.52,4.89
26 05 39.30,Conduit In Concrete Slab,3300,"1-1/4"" diameter",,170.0,0.047,,1.31,3.12,,4.43,6.05
26 05 39.30,Conduit In Concrete Slab,3330,"1-1/2"" diameter",,140.0,0.057,,1.52,3.78,,5.3,7.25
26 05 39.30,Conduit In Concrete Slab,3350,"2"" diameter",,120.0,0.067,,1.86,4.411,,6.27,8.6
26 05 39.30,Conduit In Concrete Slab,4350,"Rigid galvanized steel, 1/2"" diameter",,200.0,0.04,,2.85,2.65,,5.5,7.1
26 05 39.30,Conduit In Concrete Slab,4400,"3/4"" diameter",,170.0,0.047,,2.94,3.12,,6.06,7.85
26 05 39.30,Conduit In Concrete Slab,4450,"1"" diameter",,130.0,0.062,,4.45,4.07,,8.52,10.95
26 05 39.30,Conduit In Concrete Slab,4500,"1-1/4"" diameter",,110.0,0.073,,6.45,4.81,,11.26,14.2
26 05 39.30,Conduit In Concrete Slab,4600,"1-1/2"" diameter",,100.0,0.08,,7.2,5.3,,12.5,15.8
26 05 39.30,Conduit In Concrete Slab,4800,"2"" diameter",,90.0,1.0891,,8.85,5.9,,14.75,18.5
26 05 39.40,Conduit In Trench,10,CONDUIT IN TRENCH Includes terminations and fittings,,,,,,,,,
26 05 39.40,Conduit In Trench,20,"Does not include excavation or backfill, see Section 31 23 16 --",,,,,,,,,
26 05 39.40,Conduit In Trench,200,"Rigid galvanized steel, 2"" diameter",1 Elec,150.0,0.053,LF,8.5,3.53,,12.03,14.6
26 05 39.40,Conduit In Trench,400,"2-1/2"" diameter",,100.0,0.08,,16.55,5.3,,21.85,26.0
26 05 39.40,Conduit In Trench,600,"3"" diameter",2 Elec,160.0,0.1,,19.0,6.6,,25.6,31.0
26 05 39.40,Conduit In Trench,800,"3-1/2"" diameter",,140.0,0.114,,25.5,7.55,,33.05,39.5
