Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",20,"Asphaltic concrete, 2"" thick",B 37,720.0,0.067,S.Y.,7.2,3.19,0.37,10.76,13.1
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",100,"2-1/2"" thick",nan,660.0,0.073,nan,9.15,3.48,0.4,13.03,15.7
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",300,"Concrete, 3,000 psi, CIP, 6 x 6 -W1.4 x W1.4 mesh,",nan,nan,nan,nan,,nan,nan,nan,nan
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",310,"broomed finish, no base, 4"" thick",B 24,600.0,0.04,S.F.,2.88,2.07,nan,4.95,6.25
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",350,"5"" thick",nan,545.0,0.044,nan,3.54,2.28,nan,5.82,7.25
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",400,"6"" thick",B 24,510.0,0.047,S.F.,4.13,2.43,nan,6.56,8.15
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",450,"For bank run gravel base, 4"" thick, add",B 18,2500.0,0.01,nan,0.64,0.44,0.05,1.13,1.42
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",520,"8"" thick, add",#,1600.0,0.015,nan,1.28,0.69,0.09,2.06,2.53
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",550,"Exposed aggregate finish, add to above, minimum",B 24,1875.0,0.013,nan,0.09,0.66,nan,0.75,1.08
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",600,Maximum,nan,455.0,0.053,nan,0.3,2.73,nan,3.03,4.36
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",1000,"Crushed stone, 1"" thick, white marble",2 Clab,1700.0,0.009,nan,0.56,0.43,nan,0.99,1.25
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",1050,Bluestone,nan,1700.0,0.009,nan,0.2,0.43,nan,0.63,0.86
32 06 10.1,"0010 SIDEWALKS, DRIVEWAYS AND PATIOS No base",1700,"Redwood, prefabricated, 4' x 4' sections",2 Carp,316.0,0.051,nan,13.1,2.85,nan,15.95,18.65
