Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
06 05 05.10,Selective Demolition Wood Framing,10,SELECTIVE DEMOLITION WOOD FRAMING,nan,nan,nan,nan,,nan,nan,nan,nan
06 05 05.10,Selective Demolition Wood Framing,100,"Timber connector, nailed, small",1 Clab,96.0,0.083,Ea.,nan,3.80,nan,3.80,5.6
06 05 05.10,Selective Demolition Wood Framing,110,Medium,nan,60.0,0.133,nan,nan,6.10,nan,6.10,9.0
06 05 05.10,Selective Demolition Wood Framing,120,Large,nan,48.0,0.167,nan,nan,7.60,nan,7.60,11.8
06 05 05.10,Selective Demolition Wood Framing,130,"Bolted, small",nan,48.167,nan,nan,nan,7.60,nan,7.60,11.3
06 05 05.10,Selective Demolition Wood Framing,140,Medium,nan,32.0,0.25,nan,nan,11.40,nan,11.40,17
06 05 05.10,Selective Demolition Wood Framing,150,Large,nan,24.0,0.333,V,nan,15.20,nan,15.20,22.5
06 05 05.10,Selective Demolition Wood Framing,2958,"Beams, 2"" x 6""",2 Clab,1100.0,0.015,LF,nan,.66,nan,.66,S
06 05 05.10,Selective Demolition Wood Framing,2960,"2"" x 8""",nan,825.0,0.019,nan,nan,.88,nan,.88,1.3
06 05 05.10,Selective Demolition Wood Framing,2965,"2"" x 10""",nan,665.0,0.024,nan,nan,1.10,nan,1.10,1.6
06 05 05.10,Selective Demolition Wood Framing,2970,"2"" x 12""",nan,550.0,0.029,nan,nan,1.33,nan,1.33,1.9
06 05 05.10,Selective Demolition Wood Framing,2972,"2"" x 14""",nan,470.0,0.034,nan,nan,1.55,nan,1.55,2.3
06 05 05.10,Selective Demolition Wood Framing,2975,"4"" x 8""",B -1,413.0,0.058,nan,nan,2.69,nan,2.69,4
06 05 05.10,Selective Demolition Wood Framing,2980,"4"" x 10""",nan,330.0,0.073,nan,nan,3.37,nan,3.37,5
06 05 05.10,Selective Demolition Wood Framing,2985,"4"" x 12""",nan,275.0,0.087,nan,nan,4.04,nan,4.04,6
06 05 05.10,Selective Demolition Wood Framing,3000,"6"" x 8""",nan,275.0,1.087,nan,nan,4.04,nan,4.04,6
06 05 05.10,Selective Demolition Wood Framing,3040,"6"" x 10""",nan,220.0,0.109,nan,,nan,5.05,5955,7.5
06 05 05.10,Selective Demolition Wood Framing,3080,"6"" x 12""",nan,185.0,0.13,nan,,nan,6,9,8.9
06 05 05.10,Selective Demolition Wood Framing,3120,"8"" x 12""",nan,140.0,0.171,nan,nan,7.95,nan,7.95,11.8
06 05 05.10,Selective Demolition Wood Framing,3160,"10"" x 12""",nan,110.0,0.218,nan,nan,10.10,nan,10.10,15.0
06 05 05.10,Selective Demolition Wood Framing,3162,Alternate pricing method,nan,1.1,21.818,M.B.F.,nan,"1,000",nan,"1,000","1,500"
06 05 05.10,Selective Demolition Wood Framing,3170,"Blocking, in 16"" OC wall framing, 2"" x 4""",1 Clab,600.0,0.013,L.F.,nan,.61,.696,nan,9
06 05 05.10,Selective Demolition Wood Framing,3172,"2"" x 6""",nan,400.0,0.02,nan,nan,.91,.911,nan,1.3
