Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
11 21 73.19,Finishing Equipment,10,FINISHING EQUIPMENT,nan,nan,nan,nan,,nan,nan,nan,nan
11 21 73.19,Finishing Equipment,3500,"Folders, blankets & sheets, minimum",1 Elec,0.17,47.059,Ea .,"36,800","3,125",nan,"39,925","45,100"
11 21 73.19,Finishing Equipment,3700,King size with automatic stacker,nan,0.1,80.0,nan,"66,500","5,300",nan,"71,800","81,000"
11 21 73.19,Finishing Equipment,3800,"For conveyor delivery, add",nan,0.45,17.778,nan,"16,900","1,175",nan,"18,075","20,400"
11 21 73.19,Finishing Equipment,4900,"Spreader feeders, 240V, 2 station",L-6,0.7,17.143,nan,"62,000","1,175",nan,"63,175","70,000"
11 21 73.19,Finishing Equipment,4920,4 station,"""",0.35,34.286,nan,"75,000","2,350",nan,"77,350","86,000"
11 21 73.23,Commercial Ironing Equipment,10,COMMERCIAL IRONING EQUIPMENT,nan,nan,nan,nan,,nan,nan,nan,nan
11 21 73.23,Commercial Ironing Equipment,4500,"Ironers, institutional, 110"", single roll",1 Elec,0.2,440.0,Ea .,"35,600","2,650",nan,"38,250","43,100"
11 21 73.23,Commercial Ironing Equipment,4800,"Pressers, low capacity air operated",L-6,1.75,6.857,nan,"10,600",470,nan,"11,070","12,400"
11 21 73.23,Commercial Ironing Equipment,4820,Hand operated,nan,1.75,6.857,nan,"9,900",470,nan,"10,370","11,600"
11 21 73.23,Commercial Ironing Equipment,4840,"Ironer 48"", 240V",nan,3.5,3.429,nan,"122,500",235,nan,"122,735","135,500"
11 21 73.23,Commercial Ironing Equipment,6600,Hand operated presser,nan,0.7,17.143,nan,"6,600","1,175",nan,"7,775","9,000"
11 21 73.23,Commercial Ironing Equipment,6620,Mushroom press 115V,nan,0.7,17.143,nan,"8,450","1,175",nan,"9,625","11,100"
11 21 73.26,Commercial Washers and Extractors,10,"COMMERCIAL WASHERS AND EXTRACTORS, not including rough in",nan,nan,nan,nan,,nan,nan,nan,nan
11 21 73.26,Commercial Washers and Extractors,6000,"Combination washer / extractor, 20 lb. capacity",L-6,1.5,8,Ea .,"5,050",550,nan,"5,600","6,37"
11 21 73.26,Commercial Washers and Extractors,6100,30 lb. capacity,nan,0.8,15,nan,"11,200","1,025",nan,"12,225","13,80"
11 21 73.26,Commercial Washers and Extractors,6200,50 lb. capacity,nan,0.68,17.647,nan,"14,100","1,200",nan,"15,300","17,40"
11 21 73.26,Commercial Washers and Extractors,6300,75 lb. capacity,nan,0.3,40,nan,"19,700","2,750",nan,"22,450","25,70"
11 21 73.26,Commercial Washers and Extractors,6350,125 lb. capacity,nan,0.16,75    1,nan,"30,800","5,150",nan,"35,950","41,60"
11 21 73.26,Commercial Washers and Extractors,6380,"Washer extractor / dryer, 110 lb., 240V",nan,nan,12,nan,"20,600",825,nan,"21,425","23,90"
11 21 73.26,Commercial Washers and Extractors,6400,"Washer extractor, 135 lb, 240V",nan,nan,nan,nan,"36,200",825,nan,"37,025","41,10"
11 21 73.26,Commercial Washers and Extractors,6450,Pass through,nan,1.0,nan,nan,"59,500",825,nan,"60,325","66,50"
11 21 73.26,Commercial Washers and Extractors,6500,200 lb. washer extractor,nan,1.0,12,nan,"77,500",825,nan,"78,325","86,00"
11 21 73.26,Commercial Washers and Extractors,6550,Pass through,nan,1.0,12,nan,"82,000",825,nan,"82,825","91,00"
11 21 73.26,Commercial Washers and Extractors,6600,"Extractor, low capacity",nan,1.75,6.857,nan,"7,925",470,nan,"8,395","9,42"
11 21 73.33,Coin-Operated Laundry Equipment,10,COIN-OPERATED LAUNDRY EQUIPMENT,nan,nan,nan,nan,,nan,nan,nan,nan
11 21 73.33,Coin-Operated Laundry Equipment,990,"Dryer, gas fired",nan,nan,nan,nan,,nan,nan,nan,nan
11 21 73.33,Coin-Operated Laundry Equipment,1000,"Commercial, 30 lb. capacity, coin operated, single",1 Plum,3.0,2.667,Ea .,"1,175",186.0,nan,"1,361","1,55"
11 21 73.33,Coin-Operated Laundry Equipment,1100,Double stacked,"""",2.0,4.0,nan,"3,000",279.0,nan,"3,279","3,72"
11 21 73.33,Coin-Operated Laundry Equipment,4860,Coin dry cleaner 20 lb.,1-6,1.75,6.857,nan,"30,800",470.0,nan,"31,270","34,60"
11 21 73.33,Coin-Operated Laundry Equipment,5290,Clothes washer,nan,nan,nan,nan,,nan,188.0,nan,nan
11 21 73.33,Coin-Operated Laundry Equipment,5300,"Commercial, coin operated, average",1 Plum,3.0,2.667,Eo .,"1,400",186.0,nan,"1,586","1,80"
11 21 83.13,Darkroom Equipment,10,DARKROOM EQUIPMENT,nan,nan,nan,nan,,nan,nan,nan,nan
11 21 83.13,Darkroom Equipment,20,"Developing sink, 5"" deep, 24"" x 48""",0-1,2.0,8.0,Ea .,430,505.0,nan,935,"1,22"
11 21 83.13,Darkroom Equipment,50,"48"" x 52""",nan,1.7,9.412,nan,"1,725",590.0,nan,"2,315","2,77"
